name,domain,sector,filepath
era central realty group,eracentral.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/eracentral.com.png
national land partners,nationallandpartners.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/nationallandpartners.com.png
re/max professionals,sellri.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/sellri.com.png
rikshem ab,rikshem.se,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/rikshem.se.png
algeco gmbh,algeco.de,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/algeco.de.png
precision group of companies,precision.com.au,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/precision.com.au.png
vrm mortgage services,vrmco.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/vrmco.com.png
prime realty,primesold.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/primesold.com.png
eg,eg.com.au,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/eg.com.au.png
bbcl - builders and developers,bbcl.in,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/bbcl.in.png
seldin company,seldin.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/seldin.com.png
four star homes,fourstarhomes.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/fourstarhomes.com.png
water pointe realty group,waterpointerealty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/waterpointerealty.com.png
savills immobilien beratungs-gmbh,savills.de,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/savills.de.png
remax real estate,jerrydee.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/jerrydee.com.png
green real estate b.v.,green.nl,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/green.nl.png
dokar veículos,dokarveiculos.com.br,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/dokarveiculos.com.br.png
cambridge innovation center (cic),cic.us,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/cic.us.png
mj peterson,mjpeterson.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/mjpeterson.com.png
ewemove sales and lettings,ewemove.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ewemove.com.png
premium properties,premiumpd.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/premiumpd.com.png
akelius gmbh,akelius.de,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/akelius.de.png
lunson mitchenall,lunson-mitchenall.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/lunson-mitchenall.co.uk.png
allianz real estate,allianz-realestate.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/allianz-realestate.com.png
wal murray first national real estate,walmurray.com.au,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/walmurray.com.au.png
century 21 tenace realty,c21tenace.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/c21tenace.com.png
re/max river city,rivercityrealestate.ca,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/rivercityrealestate.ca.png
remax best choice,riou.be,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/riou.be.png
porta da frente/christie's,portadafrente.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/portadafrente.com.png
adamas realty,adamasrealty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/adamasrealty.com.png
sawyer realty holdings llc,sawyerapts.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/sawyerapts.com.png
era commercial egypt,era-egy.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/era-egy.com.png
dominium,dominiumapartments.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/dominiumapartments.com.png
forum management group,fmg.com.ua,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/fmg.com.ua.png
hometowne realty,myhtr.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/myhtr.com.png
barbers,barbers-online.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/barbers-online.co.uk.png
acis group,acisgroup.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/acisgroup.co.uk.png
real estate institute of victoria (reiv),reiv.com.au,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/reiv.com.au.png
premier real estate management,pre-3.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/pre-3.com.png
antalya homes real estate & construction,antalyahomes.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/antalyahomes.com.png
dct industrial,dctindustrial.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/dctindustrial.com.png
realstar premier property consultant,realstarpremier.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/realstarpremier.com.png
summa realty,summarealty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/summarealty.com.png
dmg (dmg group),dmg.com.eg,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/dmg.com.eg.png
cp capital,cpcapital.ru,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/cpcapital.ru.png
premier sotheby's international realty,premiersothebysrealty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/premiersothebysrealty.com.png
deja vu real estate,dejavuproperties.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/dejavuproperties.com.png
kg group,kgapartments.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/kgapartments.com.png
nextgen realty,nextgenrealty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/nextgenrealty.com.png
rynekpierwotny.pl i portal nowych nieruchomości,rynekpierwotny.pl,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/rynekpierwotny.pl.png
century 21 gavish real estate,gavishrealestate.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/gavishrealestate.com.png
zvn properties inc,zvnproperties.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/zvnproperties.com.png
planiprêt agence hypothécaire,planipret.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/planipret.com.png
aitchison raffety,argroup.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/argroup.co.uk.png
wihlborgs fastigheter ab,wihlborgs.se,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/wihlborgs.se.png
polaris pacific,polarispacific.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/polarispacific.com.png
brad teal real estate,bradteal.com.au,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/bradteal.com.au.png
kiinteistöalan koulutuskeskus | kiinko | real estate education,kiinko.fi,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/kiinko.fi.png
safe harbor marinas,shmarinas.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/shmarinas.com.png
ackerman & co.,ackermanco.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ackermanco.com.png
intero real estate services,interorealestate.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/interorealestate.com.png
belvoir!,belvoir.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/belvoir.co.uk.png
intracorp projects ltd,intracorp.ca,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/intracorp.ca.png
the howard hughes corporation,howardhughes.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/howardhughes.com.png
engel & völkers españa,engelvoelkers.es,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/engelvoelkers.es.png
ruchi realty holdings ltd.,ruchirealty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ruchirealty.com.png
realty connect usa,realtyconnectusa.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/realtyconnectusa.com.png
pcpd,pcpd.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/pcpd.com.png
ashtons estate agents,ashtons.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ashtons.co.uk.png
homelife frontier,homelifefrontier.ca,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/homelifefrontier.ca.png
fhp property consultants,fhp.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/fhp.co.uk.png
better homes and gardens real estate | mason mcduffie,bhghome.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/bhghome.com.png
bright mls,brightmls.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/brightmls.com.png
strand hill properties / christie's international real estate,strandhillproperties.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/strandhillproperties.com.png
century 21 all islands,hawaiimoves.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/hawaiimoves.com.png
marakez,marakez.net,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/marakez.net.png
krp properties,krpproperties.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/krpproperties.com.png
yaffe international realty,teamtoddrentals.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/teamtoddrentals.com.png
kensington investment company,kicboston.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/kicboston.com.png
knight frank france,knightfrank.fr,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/knightfrank.fr.png
intermex,intermex.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/intermex.com.png
stirling ackroyd,stirlingackroyd.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/stirlingackroyd.com.png
sutton group - west coast realty,suttonwestcoast.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/suttonwestcoast.com.png
orlando,orlandocorp.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/orlandocorp.com.png
odebrecht realizações imobiliárias,orealizacoes.com.br,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/orealizacoes.com.br.png
remax advantage realty,round1fitness.com.au,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/round1fitness.com.au.png
re/max centre realtors,buyinpa.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/buyinpa.com.png
lombardo homes,lombardohomes.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/lombardohomes.com.png
the kor group,thekorgroup.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/thekorgroup.com.png
urbania international,urbaniainternational.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/urbaniainternational.com.png
century 21 france,century21.fr,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/century21.fr.png
brockhoff makelaars,brockhoff.nl,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/brockhoff.nl.png
armando montelongo companies,armandomontelongo.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/armandomontelongo.com.png
florida connexion,floridaconnexion.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/floridaconnexion.com.png
ifa hotels & resorts,ifahotelsresorts.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ifahotelsresorts.com.png
provident estate,providentestate.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/providentestate.com.png
modern spaces,modernspacesnyc.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/modernspacesnyc.com.png
re/max 100,wesellmore.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/wesellmore.com.png
monroe group ltd,monroegroupltd.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/monroegroupltd.com.png
royal lepage binder real estate,royallepagebinder.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/royallepagebinder.com.png
hiranandani group of companies,hiranandani.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/hiranandani.com.png
all nations realty,allnationsontario.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/allnationsontario.com.png
sogeprom,groupe-sogeprom.fr,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/groupe-sogeprom.fr.png
pratec,pratec.com.br,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/pratec.com.br.png
diablo realty,diablorealty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/diablorealty.com.png
cobblestone - administrationshuset,administrationshuset.dk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/administrationshuset.dk.png
pashmina builders and developers(subsidary of ask wealth management group),pashminarealty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/pashminarealty.com.png
hopewell holdings limited,hopewellholdings.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/hopewellholdings.com.png
stiles,stiles.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/stiles.com.png
nelsonpark property,nelsonparkproperty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/nelsonparkproperty.com.png
the william warren group,williamwarren.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/williamwarren.com.png
rmc property group,rmcpg.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/rmcpg.com.png
adrienne hersch properties,ahprop.co.za,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ahprop.co.za.png
real property management,propertymanagementcapital.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/propertymanagementcapital.com.png
artha real estate corporation limited,arthaproperty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/arthaproperty.com.png
"""ojsc """"auction house of the russian federation""""""",auction-house.ru,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/auction-house.ru.png
crescent heights,crescentheights.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/crescentheights.com.png
institute of real estate management,irem.org,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/irem.org.png
domesta wooncorporatie,domesta.nl,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/domesta.nl.png
césar rêgo imóveis,cesarrego.com.br,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/cesarrego.com.br.png
foncia,foncia.fr,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/foncia.fr.png
ids real estate group,idsrealestate.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/idsrealestate.com.png
mafadi property management,mafadi.co.za,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/mafadi.co.za.png
pradera,pradera.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/pradera.com.png
your move,your-move.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/your-move.co.uk.png
century 21 mountain lifestyles,c21mountainlifestyles.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/c21mountainlifestyles.com.png
capstone collegiate communities,capstonecollegiatecommunities.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/capstonecollegiatecommunities.com.png
euromilano spa,euromilano.net,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/euromilano.net.png
organizações paulo octávio,paulooctavio.com.br,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/paulooctavio.com.br.png
springmoor life care retirement community,springmoor.org,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/springmoor.org.png
altius group,altiusgroup.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/altiusgroup.co.uk.png
emerald grande,emeraldgrande.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/emeraldgrande.com.png
themlsonline.com,themlsonline.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/themlsonline.com.png
pwan homes,pwanhomes.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/pwanhomes.com.png
property shop investment llc,psinv.net,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/psinv.net.png
capital associates,casso.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/casso.com.png
warren real estate of ithaca,warrenhomes.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/warrenhomes.com.png
spb renovation,spbren.ru,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/spbren.ru.png
adron homes,adronhomesproperties.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/adronhomesproperties.com.png
re/max europe regional services,remax.eu,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/remax.eu.png
northland investment corporation,northland.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/northland.com.png
offerpad,offerpad.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/offerpad.com.png
re/max of boulder,boulderco.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/boulderco.com.png
habitation moderne strasbourg,habitation-moderne.fr,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/habitation-moderne.fr.png
southworth development llc,southworthdevelopment.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/southworthdevelopment.com.png
remax city,ramahdarom.org,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ramahdarom.org.png
keller williams,sandratrout.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/sandratrout.com.png
owens realty services,owens-services.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/owens-services.com.png
douglas & gordon,douglasandgordon.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/douglasandgordon.com.png
reas,reas.pl,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/reas.pl.png
braun,braunco.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/braunco.com.png
lendinghome,lendinghome.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/lendinghome.com.png
coldwell banker preferred realtors,cbpreferred.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/cbpreferred.com.png
phoenix realty group,phoenixrg.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/phoenixrg.com.png
visual lease,visuallease.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/visuallease.com.png
your castle real estate,yourcastle.org,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/yourcastle.org.png
oberoi realty,oberoirealty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/oberoirealty.com.png
alpha properties nyc,alphanyc.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/alphanyc.com.png
jamestown,jamestownlp.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/jamestownlp.com.png
prescott realty group,prescottgroup.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/prescottgroup.com.png
hochtief polska s.a.,hochtief-polska.pl,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/hochtief-polska.pl.png
iron valley real estate,ironvalleyrealestate.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ironvalleyrealestate.com.png
societe privee de gerance,spg.ch,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/spg.ch.png
coldwell banker previews international,timcarrgroup.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/timcarrgroup.com.png
century 21®,century21.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/century21.com.png
washington real estate holdings,waholdings.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/waholdings.com.png
ecg property exchange pte ltd,ecgproperty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ecgproperty.com.png
impression homes,impressionhomes.net,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/impressionhomes.net.png
gl empreendimentos,glempreendimentos.com.br,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/glempreendimentos.com.br.png
örebrobostäder ab - öbo,obo.se,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/obo.se.png
je rêve d'une maison,jerevedunemaison.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/jerevedunemaison.com.png
hockingstuart,hockingstuart.com.au,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/hockingstuart.com.au.png
parmenter realty partners,parmco.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/parmco.com.png
wave infratech pvt ltd,thewavegroup.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/thewavegroup.com.png
the beach company,thebeachcompany.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/thebeachcompany.com.png
prateek group,prateekgroup.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/prateekgroup.com.png
inmobiliaria aconcagua,iaconcagua.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/iaconcagua.com.png
costar group uk,costar.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/costar.co.uk.png
signature homes,signaturehomes.net,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/signaturehomes.net.png
re/max real estate center,realestatecenternow.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/realestatecenternow.com.png
rede morar - brasil brokers,redemorar.com.br,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/redemorar.com.br.png
bull realty,bullrealty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/bullrealty.com.png
land mark group of companies,landmarkgoc.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/landmarkgoc.com.png
centex homes,centex.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/centex.com.png
howard hanna real estate services,howardhanna.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/howardhanna.com.png
"""s.e. """"cadastre""""""",cadastre.md,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/cadastre.md.png
amm,amm-ltd.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/amm-ltd.co.uk.png
savills,savills.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/savills.com.png
triangle real estate group,trianglerealestategroup.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/trianglerealestategroup.com.png
arun excello homes pvt lt,arunexcello.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/arunexcello.com.png
stocker preston,stockerpreston.com.au,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/stockerpreston.com.au.png
canderel,canderel.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/canderel.com.png
woods bros realty,woodsbros.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/woodsbros.com.png
gresb,gresb.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/gresb.com.png
jb srur s.a.,jbsrur.com.ar,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/jbsrur.com.ar.png
perfect pincode property services,perfectpincode.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/perfectpincode.com.png
study abroad apartments,studyabroadapartments.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/studyabroadapartments.com.png
re/max alliance group,alliancegroupfl.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/alliancegroupfl.com.png
crew network,crewnetwork.org,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/crewnetwork.org.png
royal lepage state realty,royallepagestate.ca,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/royallepagestate.ca.png
gerpal sac,gerpal.pe,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/gerpal.pe.png
eiendomsmegler vest,emvest.no,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/emvest.no.png
gavl,gavl.com.au,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/gavl.com.au.png
telmma,telmma.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/telmma.com.png
la rosa realty,larosarealty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/larosarealty.com.png
strettons,strettons.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/strettons.co.uk.png
cam taylor co. realtors ltd.,camtaylor.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/camtaylor.com.png
ibis golf & country club,ibisgolf.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ibisgolf.com.png
bsc real estate advisors,bsc-rea.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/bsc-rea.com.png
morton,morton.ru,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/morton.ru.png
shapoorji pallonji real estate,shapoorjirealestate.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/shapoorjirealestate.com.png
arizona best real estate,arizonabest.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/arizonabest.com.png
ryan homes,ryanhomes.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ryanhomes.com.png
